id,task1,task2,task3,task4,task5
ANS04692,0.0,1,0.0,4,1.0
ANS04693,1.0,2,4173.819172883972,2,1.0
ANS04694,0.0,2,0.0,0,1.0
ANS04695,1.0,2,50537.6148381428,0,1.0
ANS04696,0.0,2,3557.7989127971678,0,1.0
ANS04697,1.0,2,2894.629343068865,2,1.0
ANS04698,1.0,1,1565.43834851301,0,1.0
ANS04699,0.0,0,249.8729635277463,0,1.0
ANS04700,1.0,3,2200.397002186075,1,1.0
ANS04701,0.0,0,1678.438339842034,3,1.0
ANS04702,0.0,2,0.0,3,1.0
ANS04703,1.0,1,723.3099316975524,0,1.0
ANS04704,0.0,0,0.0,3,1.0
ANS04705,1.0,1,84505.32004699246,0,1.0
ANS04706,0.0,0,0.0,3,1.0
ANS04707,0.0,0,2095.6669388141004,0,1.0
ANS04708,0.0,0,2153.0839490891767,3,1.0
ANS04709,0.0,0,0.0,2,1.0
ANS04710,0.0,2,0.0,2,1.0
ANS04711,0.0,3,27384.831686225647,0,1.0
ANS04712,1.0,2,0.0,1,1.0
ANS04713,0.0,0,4475.476029888679,3,1.0
ANS04714,1.0,0,2086.3896754720504,2,1.0
ANS04715,0.0,2,2153.8832179112455,1,1.0
ANS04716,0.0,0,3234.808540749124,2,1.0
ANS04717,1.0,0,90.25894016429454,0,1.0
ANS04718,0.0,0,2978.894945844302,3,1.0
ANS04719,0.0,0,0.0,3,1.0
ANS04720,1.0,0,0.0,2,1.0
ANS04721,0.0,3,0.0,3,1.0
ANS04722,1.0,2,0.0,2,1.0
ANS04723,0.0,3,0.0,0,1.0
ANS04724,0.0,0,0.0,0,1.0
ANS04725,1.0,1,0.0,2,1.0
ANS04726,0.0,0,4891.723494515485,0,1.0
ANS04727,1.0,0,0.0,0,1.0
ANS04728,0.0,0,3000.5628727653493,2,1.0
ANS04729,0.0,1,898.5744736699404,3,1.0
ANS04730,1.0,0,0.0,0,1.0
ANS04731,1.0,0,978.8235395264877,3,1.0
ANS04732,1.0,1,53673.82629991359,0,1.0
ANS04733,0.0,0,64108.322547051655,1,1.0
ANS04734,1.0,1,0.0,3,1.0
ANS04735,1.0,2,138561.13536882604,0,1.0
ANS04736,0.0,0,28384.30394311122,0,1.0
ANS04737,1.0,0,303.6713068034792,0,1.0
ANS04738,0.0,1,0.0,2,1.0
ANS04739,1.0,0,2034.288678018051,2,1.0
ANS04740,0.0,1,93063.55044119577,0,1.0
ANS04741,1.0,1,1806.2175329716383,4,1.0
ANS04742,1.0,0,0.0,2,1.0
ANS04743,0.0,1,0.0,0,1.0
ANS04744,1.0,0,0.0,0,1.0
ANS04745,0.0,0,1082.1935971488278,3,1.0
ANS04746,0.0,0,0.0,0,1.0
ANS04747,1.0,1,116926.19499187148,3,1.0
ANS04748,0.0,2,64470.43074012948,0,1.0
ANS04749,1.0,2,79821.86181545332,3,1.0
ANS04750,0.0,2,0.0,0,1.0
ANS04751,1.0,1,3176.7558257738783,0,1.0
ANS04752,0.0,1,1561.6343481781976,3,1.0
ANS04753,1.0,2,0.0,2,1.0
ANS04754,1.0,2,0.0,2,1.0
ANS04755,0.0,3,0.0,2,1.0
ANS04756,0.0,3,3239.629229708532,2,1.0
ANS04757,1.0,3,2051.8906386933977,3,1.0
ANS04758,1.0,3,131155.59403080246,3,1.0
ANS04759,1.0,0,2814.339654215074,0,1.0
ANS04760,0.0,0,2378.105524609769,3,1.0
ANS04761,0.0,1,62717.844790015326,0,1.0
ANS04762,1.0,0,0.0,2,1.0
ANS04763,0.0,0,0.0,4,1.0
ANS04764,1.0,0,112722.40312042435,0,1.0
ANS04765,0.0,0,81783.10186919678,0,1.0
ANS04766,0.0,0,0.0,3,1.0
ANS04767,1.0,2,0.0,2,1.0
ANS04768,0.0,3,0.0,0,1.0
ANS04769,0.0,0,0.0,3,1.0
ANS04770,0.0,0,0.0,2,1.0
ANS04771,1.0,1,4322.483124250932,3,1.0
ANS04772,1.0,0,4262.136471971157,3,1.0
ANS04773,0.0,0,2077.5330268432513,0,1.0
ANS04774,0.0,0,0.0,4,1.0
ANS04775,1.0,3,54647.346671651045,0,1.0
ANS04776,0.0,0,22531.75044686392,2,1.0
ANS04777,0.0,1,0.0,3,1.0
ANS04778,0.0,0,2193.3793674211392,4,1.0
ANS04779,1.0,1,0.0,0,1.0
ANS04780,0.0,1,0.0,0,1.0
ANS04781,0.0,0,0.0,0,1.0
ANS04782,1.0,2,120177.50699432894,0,1.0
ANS04783,0.0,3,0.0,3,1.0
ANS04784,0.0,1,0.0,2,1.0
ANS04785,0.0,0,0.0,2,1.0
ANS04786,0.0,2,0.0,3,1.0
ANS04787,1.0,0,0.0,3,1.0
ANS04788,0.0,2,0.0,3,1.0
ANS04789,0.0,2,0.0,2,1.0
ANS04790,0.0,0,0.0,2,1.0
ANS04791,1.0,1,0.0,0,1.0
ANS04792,0.0,2,3150.965055429551,2,1.0
ANS04793,1.0,1,0.0,0,1.0
ANS04794,1.0,0,0.0,2,1.0
ANS04795,0.0,2,0.0,3,1.0
ANS04796,0.0,1,2407.015278366374,0,1.0
ANS04797,0.0,1,0.0,2,1.0
ANS04798,1.0,0,3492.332035212649,4,1.0
ANS04799,0.0,1,0.0,2,1.0
ANS04800,1.0,0,0.0,3,1.0
ANS04801,1.0,3,2850.4681883786543,0,1.0
ANS04802,1.0,3,0.0,0,1.0
ANS04803,0.0,1,0.0,2,1.0
ANS04804,0.0,0,0.0,3,1.0
ANS04805,0.0,0,67751.34232576007,3,1.0
ANS04806,0.0,0,0.0,4,1.0
ANS04807,0.0,0,0.0,3,1.0
ANS04808,1.0,0,0.0,3,1.0
ANS04809,0.0,0,0.0,1,1.0
ANS04810,0.0,0,54397.602456197346,2,1.0
ANS04811,1.0,0,0.0,2,1.0
ANS04812,1.0,2,0.0,2,1.0
ANS04813,0.0,0,94923.34233797056,3,1.0
ANS04814,0.0,0,1478.9734318297042,2,1.0
ANS04815,0.0,3,0.0,1,1.0
ANS04816,0.0,3,2738.9506559146653,3,1.0
ANS04817,0.0,0,0.0,0,1.0
ANS04818,1.0,2,0.0,3,1.0
ANS04819,0.0,2,19507.096465843755,2,1.0
ANS04820,0.0,1,0.0,3,1.0
ANS04821,0.0,0,4269.448697692873,3,1.0
ANS04822,0.0,0,1098.5003851367806,3,1.0
ANS04823,0.0,2,33476.59049918458,4,1.0
ANS04824,0.0,2,2180.0516891480547,3,1.0
ANS04825,1.0,2,0.0,3,1.0
ANS04826,0.0,2,0.0,1,1.0
ANS04827,0.0,1,56321.45023526897,3,1.0
ANS04828,1.0,0,0.0,0,1.0
ANS04829,1.0,1,0.0,2,1.0
ANS04830,1.0,2,6858.2411078884525,2,1.0
ANS04831,0.0,0,0.0,2,1.0
ANS04832,1.0,2,0.0,0,1.0
ANS04833,0.0,3,6055.042179166121,4,1.0
ANS04834,1.0,0,0.0,1,1.0
ANS04835,1.0,3,38118.054090196696,0,1.0
ANS04836,0.0,0,2567.5164527999286,2,1.0
ANS04837,1.0,0,0.0,3,1.0
ANS04838,1.0,0,0.0,0,1.0
ANS04839,0.0,2,843.2213847482375,2,1.0
ANS04840,1.0,0,2693.941496387182,0,1.0
ANS04841,1.0,0,0.0,3,1.0
ANS04842,0.0,1,3970.5471605279436,2,1.0
ANS04843,0.0,0,0.0,2,1.0
ANS04844,1.0,2,1706.027269056867,0,1.0
ANS04845,0.0,0,52237.44661784216,0,1.0
ANS04846,0.0,1,0.0,4,1.0
ANS04847,1.0,0,0.0,2,1.0
ANS04848,0.0,0,0.0,2,1.0
ANS04849,0.0,2,0.0,2,1.0
ANS04850,1.0,2,4855.453957749791,3,1.0
ANS04851,1.0,0,0.0,1,1.0
ANS04852,1.0,1,0.0,3,1.0
ANS04853,0.0,0,0.0,0,1.0
ANS04854,1.0,0,2972.361602316965,2,1.0
ANS04855,0.0,0,78761.39197412727,2,1.0
ANS04856,1.0,0,1098.7573136444662,4,1.0
ANS04857,0.0,0,4361.065946531396,2,1.0
ANS04858,0.0,2,0.0,2,1.0
ANS04859,0.0,1,0.0,0,1.0
ANS04860,0.0,0,0.0,2,1.0
ANS04861,1.0,0,0.0,3,1.0
ANS04862,1.0,0,0.0,0,1.0
ANS04863,0.0,0,2445.3839065061147,2,1.0
ANS04864,1.0,1,2456.6797198057902,0,1.0
ANS04865,0.0,3,0.0,2,1.0
ANS04866,0.0,1,683.1500475667071,0,1.0
ANS04867,1.0,0,285.09908872093916,4,1.0
ANS04868,0.0,0,0.0,0,1.0
ANS04869,0.0,0,0.0,3,1.0
ANS04870,0.0,2,0.0,0,1.0
ANS04871,0.0,0,1277.3848669205831,0,1.0
ANS04872,1.0,0,0.0,3,1.0
ANS04873,0.0,2,45433.35513836441,2,1.0
ANS04874,1.0,1,0.0,3,1.0
ANS04875,0.0,2,0.0,0,1.0
ANS04876,0.0,0,0.0,0,1.0
ANS04877,0.0,0,0.0,1,1.0
ANS04878,0.0,0,2494.6053545609357,3,1.0
ANS04879,1.0,0,0.0,3,1.0
ANS04880,1.0,1,0.0,1,1.0
ANS04881,1.0,2,66057.13346643015,3,1.0
ANS04882,1.0,1,0.0,0,1.0
ANS04883,0.0,2,4700.563206792427,0,1.0
ANS04884,0.0,0,0.0,1,1.0
ANS04885,1.0,2,1241.7080151190253,0,1.0
ANS04886,1.0,0,27701.99282577348,1,1.0
ANS04887,0.0,1,0.0,1,1.0
ANS04888,1.0,3,74.09444340655239,2,1.0
ANS04889,0.0,2,2953.9194575078623,2,1.0
ANS04890,1.0,0,3300.9050459944506,2,1.0
ANS04891,1.0,2,0.0,2,1.0
ANS04892,1.0,0,2772.0984463161626,2,1.0
ANS04893,1.0,1,0.0,2,1.0
ANS04894,0.0,2,6003.422615607066,2,1.0
ANS04895,0.0,1,0.0,0,1.0
ANS04896,0.0,0,130368.70497040264,1,1.0
ANS04897,0.0,0,0.0,0,1.0
ANS04898,0.0,2,579.2248600088149,0,1.0
ANS04899,1.0,3,112787.67536956073,0,1.0
ANS04900,1.0,0,0.0,3,1.0
ANS04901,0.0,3,0.0,2,1.0
ANS04902,1.0,2,0.0,2,1.0
ANS04903,0.0,0,89105.85895232888,4,1.0
ANS04904,0.0,3,2801.529612656997,4,1.0
ANS04905,0.0,1,0.0,1,1.0
ANS04906,0.0,0,0.0,3,1.0
ANS04907,0.0,1,42687.05849269251,0,1.0
ANS04908,0.0,0,898.828877304016,0,1.0
ANS04909,0.0,3,0.0,0,1.0
ANS04910,0.0,1,1323.920077933462,3,1.0
ANS04911,0.0,2,0.0,2,1.0
ANS04912,0.0,0,0.0,3,1.0
ANS04913,0.0,1,3393.5474354224934,2,1.0
ANS04914,1.0,2,0.0,1,1.0
ANS04915,0.0,0,7982.568735806453,0,1.0
ANS04916,1.0,0,2890.5052399184133,2,1.0
ANS04917,1.0,1,0.0,2,1.0
ANS04918,0.0,0,8537.222121201841,4,1.0
ANS04919,1.0,3,1157.79363514532,0,1.0
ANS04920,0.0,0,66869.4055502018,0,1.0
ANS04921,1.0,0,1674.4046634292451,0,1.0
ANS04922,0.0,3,732.0988153771859,2,1.0
ANS04923,0.0,1,0.0,3,1.0
ANS04924,0.0,2,4333.291134941764,4,1.0
ANS04925,1.0,2,36381.09395807905,0,1.0
ANS04926,1.0,0,0.0,2,1.0
ANS04927,0.0,0,0.0,3,1.0
ANS04928,0.0,1,0.0,2,1.0
ANS04929,0.0,0,3245.943092952605,0,1.0
ANS04930,0.0,1,0.0,3,1.0
ANS04931,0.0,0,0.0,2,1.0
ANS04932,0.0,1,25598.953199133342,1,1.0
ANS04933,1.0,2,0.0,3,1.0
ANS04934,1.0,0,0.0,3,1.0
ANS04935,1.0,1,3733.4688191622017,1,1.0
ANS04936,1.0,0,0.0,1,1.0
ANS04937,0.0,1,0.0,0,1.0
ANS04938,0.0,2,4232.289844162647,0,1.0
ANS04939,1.0,2,0.0,2,1.0
ANS04940,0.0,0,1925.965239592755,0,1.0
ANS04941,0.0,3,0.0,0,1.0
ANS04942,1.0,1,0.0,2,1.0
ANS04943,0.0,3,0.0,0,1.0
ANS04944,0.0,0,3389.674606985275,3,1.0
ANS04945,0.0,1,118728.233412528,0,1.0
ANS04946,0.0,3,0.0,2,1.0
ANS04947,1.0,3,1329.6912043783584,0,1.0
ANS04948,0.0,0,144758.1788421189,4,1.0
ANS04949,0.0,1,0.0,0,1.0
ANS04950,1.0,0,0.0,3,1.0
ANS04951,1.0,2,48121.79761807805,1,1.0
ANS04952,1.0,0,0.0,0,1.0
ANS04953,1.0,1,0.0,0,1.0
ANS04954,1.0,0,940.1694013361271,2,1.0
ANS04955,0.0,0,0.0,0,1.0
ANS04956,0.0,1,0.0,2,1.0
ANS04957,1.0,1,0.0,2,1.0
ANS04958,0.0,0,47624.013490350655,2,1.0
ANS04959,1.0,3,53472.67580761152,0,1.0
ANS04960,0.0,0,0.0,2,1.0
ANS04961,1.0,1,2621.24754658816,0,1.0
ANS04962,1.0,0,0.0,3,1.0
ANS04963,1.0,0,0.0,0,1.0
ANS04964,1.0,1,0.0,0,1.0
ANS04965,1.0,2,0.0,2,1.0
ANS04966,1.0,0,0.0,1,1.0
ANS04967,1.0,0,7722.430962004856,2,1.0
ANS04968,1.0,0,1417.4498894883545,2,1.0
ANS04969,1.0,1,0.0,2,1.0
ANS04970,1.0,0,4521.186559229704,0,1.0
ANS04971,0.0,0,0.0,2,1.0
ANS04972,0.0,3,0.0,3,1.0
ANS04973,1.0,1,0.0,0,1.0
ANS04974,1.0,0,2792.0615643981046,1,1.0
ANS04975,1.0,1,0.0,0,1.0
ANS04976,0.0,3,0.0,0,1.0
ANS04977,0.0,0,0.0,3,1.0
ANS04978,0.0,2,0.0,2,1.0
ANS04979,1.0,3,0.0,2,1.0
ANS04980,1.0,0,0.0,2,1.0
ANS04981,0.0,2,55731.61960234396,1,1.0
ANS04982,1.0,2,0.0,2,1.0
ANS04983,0.0,1,0.0,0,1.0
ANS04984,1.0,2,0.0,3,1.0
ANS04985,0.0,1,4150.244328072599,3,1.0
ANS04986,0.0,2,0.0,3,1.0
ANS04987,0.0,1,7888.692012679588,2,1.0
ANS04988,0.0,2,0.0,0,1.0
ANS04989,0.0,0,85335.18948186928,2,1.0
ANS04990,0.0,0,0.0,3,1.0
ANS04991,1.0,1,0.0,3,1.0
ANS04992,1.0,2,42239.97223568653,3,1.0
ANS04993,1.0,2,1733.7724230433619,0,1.0
ANS04994,1.0,3,0.0,4,1.0
ANS04995,0.0,2,0.0,4,1.0
ANS04996,0.0,0,0.0,2,1.0
ANS04997,1.0,0,1542.8901257112811,4,1.0
ANS04998,0.0,0,0.0,4,1.0
ANS04999,1.0,0,0.0,3,1.0
ANS05000,1.0,1,0.0,2,1.0
ANS05001,1.0,1,3123.9289450900656,4,1.0
ANS05002,1.0,0,2056.488753676052,2,1.0
ANS05003,0.0,0,49408.573260413716,0,1.0
ANS05004,1.0,0,3017.456125524787,3,1.0
ANS05005,1.0,2,2214.141569070201,2,1.0
ANS05006,1.0,1,0.0,2,1.0
ANS05007,0.0,0,0.0,3,1.0
ANS05008,1.0,0,1103.5718973728838,4,1.0
ANS05009,1.0,2,0.0,3,1.0
ANS05010,0.0,0,0.0,2,1.0
ANS05011,1.0,2,0.0,4,1.0
ANS05012,0.0,0,0.0,2,1.0
ANS05013,1.0,2,2689.800400702363,0,1.0
ANS05014,1.0,0,618.8232144954281,3,1.0
ANS05015,0.0,0,2483.724010319501,1,1.0
ANS05016,1.0,2,0.0,0,1.0
ANS05017,0.0,0,3225.247124077887,0,1.0
ANS05018,1.0,0,2278.3510652764544,3,1.0
ANS05019,1.0,1,70621.89300169652,2,1.0
ANS05020,1.0,2,0.0,4,1.0
ANS05021,1.0,0,0.0,3,1.0
ANS05022,1.0,0,48009.26092502168,2,1.0
ANS05023,1.0,3,0.0,2,1.0
ANS05024,0.0,3,8459.61888919094,3,1.0
ANS05025,0.0,0,1466.1319788470787,2,1.0
ANS05026,1.0,0,0.0,2,1.0
ANS05027,1.0,2,0.0,4,1.0
ANS05028,0.0,0,289.59576395383704,0,1.0
ANS05029,1.0,0,0.0,2,1.0
ANS05030,1.0,2,2174.9377419664934,0,1.0
ANS05031,0.0,0,0.0,3,1.0
ANS05032,1.0,0,1023.5504603718609,0,1.0
ANS05033,0.0,0,0.0,2,1.0
ANS05034,0.0,2,2997.9333753807705,0,1.0
ANS05035,0.0,3,0.0,0,1.0
ANS05036,1.0,0,0.0,4,1.0
ANS05037,0.0,0,0.0,0,1.0
ANS05038,0.0,1,2643.896746296416,0,1.0
ANS05039,0.0,0,0.0,2,1.0
ANS05040,0.0,2,26674.190553425025,4,1.0
ANS05041,0.0,2,55326.91795392598,2,1.0
ANS05042,0.0,0,0.0,4,1.0
ANS05043,0.0,1,1194.0008958735307,0,1.0
ANS05044,0.0,0,1307.2965767477945,0,1.0
ANS05045,1.0,2,1681.6454734348304,2,1.0
ANS05046,1.0,0,0.0,2,1.0
ANS05047,1.0,0,0.0,2,1.0
ANS05048,0.0,2,2485.493559574485,2,1.0
ANS05049,1.0,0,0.0,3,1.0
ANS05050,1.0,1,3592.6682234917907,0,1.0
ANS05051,0.0,3,46280.53728605561,3,1.0
ANS05052,0.0,0,118853.19073210613,1,1.0
ANS05053,1.0,1,0.0,4,1.0
ANS05054,1.0,3,0.0,2,1.0
ANS05055,1.0,0,0.0,0,1.0
ANS05056,0.0,0,0.0,3,1.0
ANS05057,0.0,3,0.0,2,1.0
ANS05058,0.0,0,0.0,0,1.0
ANS05059,0.0,1,0.0,1,1.0
ANS05060,0.0,1,0.0,3,1.0
ANS05061,1.0,3,89567.21003626646,3,1.0
ANS05062,0.0,3,2629.0741099599563,0,1.0
ANS05063,0.0,2,0.0,3,1.0
ANS05064,0.0,0,44524.11916361917,2,1.0
ANS05065,0.0,2,0.0,0,1.0
ANS05066,1.0,1,0.0,2,1.0
ANS05067,1.0,3,0.0,3,1.0
ANS05068,0.0,2,93315.59540857046,0,1.0
ANS05069,0.0,3,472.98005247655834,2,1.0
ANS05070,0.0,0,0.0,4,1.0
ANS05071,0.0,0,4547.323405777339,3,1.0
ANS05072,0.0,1,3819.496116936718,3,1.0
ANS05073,1.0,0,0.0,3,1.0
ANS05074,0.0,1,54107.392550678516,2,1.0
ANS05075,0.0,0,2550.653162175162,3,1.0
ANS05076,0.0,0,1562.5466438595865,3,1.0
ANS05077,0.0,0,0.0,0,1.0
ANS05078,1.0,0,2531.1135675533033,2,1.0
ANS05079,0.0,1,94932.84813916353,0,1.0
ANS05080,0.0,2,54533.122118956424,0,1.0
ANS05081,1.0,1,69770.9593944904,0,1.0
ANS05082,1.0,1,1365.8980354495304,0,1.0
ANS05083,0.0,2,0.0,3,1.0
ANS05084,0.0,2,4880.737931294402,0,1.0
ANS05085,1.0,1,3260.821825953284,3,1.0
ANS05086,1.0,1,0.0,3,1.0
ANS05087,1.0,0,0.0,2,1.0
ANS05088,0.0,0,0.0,2,1.0
ANS05089,0.0,2,0.0,2,1.0
ANS05090,0.0,2,0.0,4,1.0
ANS05091,1.0,1,1706.362659301818,0,1.0
ANS05092,1.0,3,37988.49397527049,0,1.0
ANS05093,1.0,0,0.0,3,1.0
ANS05094,1.0,1,42778.46988922565,2,1.0
ANS05095,1.0,0,0.0,2,1.0
ANS05096,0.0,3,0.0,3,1.0
ANS05097,0.0,3,22176.9761691567,0,1.0
ANS05098,0.0,0,0.0,4,1.0
ANS05099,0.0,1,0.0,2,1.0
ANS05100,1.0,1,0.0,0,1.0
ANS05101,1.0,3,0.0,2,1.0
ANS05102,0.0,3,0.0,2,1.0
ANS05103,0.0,1,0.0,4,1.0
ANS05104,0.0,0,0.0,0,1.0
ANS05105,0.0,1,0.0,0,1.0
ANS05106,0.0,1,3423.4387060976755,0,1.0
ANS05107,0.0,0,2226.502504890975,3,1.0
ANS05108,1.0,0,3220.5430696049307,2,1.0
ANS05109,1.0,0,0.0,1,1.0
ANS05110,1.0,2,2245.5707577866433,2,1.0
ANS05111,1.0,1,8561.815805794091,1,1.0
ANS05112,1.0,0,0.0,2,1.0
ANS05113,0.0,2,0.0,4,1.0
ANS05114,1.0,0,41087.62174052276,4,1.0
ANS05115,1.0,1,0.0,2,1.0
ANS05116,1.0,0,1422.6688659980332,0,1.0
ANS05117,0.0,0,3450.6227770390433,2,1.0
ANS05118,0.0,3,0.0,1,1.0
ANS05119,0.0,2,0.0,3,1.0
ANS05120,0.0,0,0.0,0,1.0
ANS05121,0.0,1,41885.23757304599,2,1.0
ANS05122,1.0,0,0.0,3,1.0
ANS05123,0.0,3,602.0061955153507,3,1.0
ANS05124,1.0,0,0.0,2,1.0
ANS05125,1.0,3,47827.377436014984,3,1.0
ANS05126,0.0,1,0.0,0,1.0
ANS05127,0.0,3,98193.47207033707,0,1.0
ANS05128,1.0,3,0.0,2,1.0
ANS05129,1.0,2,0.0,3,1.0
ANS05130,1.0,1,0.0,2,1.0
ANS05131,1.0,0,0.0,0,1.0
ANS05132,1.0,0,77768.39245656178,3,1.0
ANS05133,1.0,1,3196.6558182810295,2,1.0
ANS05134,0.0,0,0.0,3,1.0
ANS05135,1.0,0,0.0,2,1.0
ANS05136,0.0,0,825.503452026639,3,1.0
ANS05137,0.0,0,0.0,2,1.0
ANS05138,0.0,1,2278.5423640576328,2,1.0
ANS05139,0.0,2,0.0,2,1.0
ANS05140,0.0,0,0.0,0,1.0
ANS05141,0.0,2,0.0,3,1.0
ANS05142,0.0,3,1690.841346904735,0,1.0
ANS05143,1.0,1,63539.14954341066,0,1.0
ANS05144,1.0,0,124059.32948735,3,1.0
ANS05145,1.0,2,0.0,2,1.0
ANS05146,0.0,0,0.0,2,1.0
ANS05147,0.0,2,1655.9850789240938,3,1.0
ANS05148,0.0,1,75370.71990567772,0,1.0
ANS05149,1.0,1,0.0,0,1.0
ANS05150,1.0,2,2982.0055513474754,3,1.0
ANS05151,1.0,2,0.0,0,1.0
ANS05152,0.0,0,2894.663861866292,2,1.0
ANS05153,1.0,0,0.0,2,1.0
ANS05154,1.0,1,0.0,0,1.0
ANS05155,0.0,3,107.53019270523743,2,1.0
ANS05156,0.0,2,0.0,0,1.0
ANS05157,1.0,0,0.0,3,1.0
ANS05158,0.0,0,2122.183115085746,0,1.0
ANS05159,0.0,0,0.0,0,1.0
ANS05160,1.0,0,0.0,2,1.0
ANS05161,0.0,0,25139.55188544577,2,1.0
ANS05162,0.0,0,3670.049544671016,0,1.0
ANS05163,1.0,0,0.0,4,1.0
ANS05164,1.0,1,0.0,0,1.0
ANS05165,1.0,0,0.0,0,1.0
ANS05166,0.0,1,2162.0366289520366,3,1.0
ANS05167,0.0,1,0.0,2,1.0
ANS05168,1.0,2,46974.31944189286,3,1.0
ANS05169,0.0,1,692.5817849484787,3,1.0
ANS05170,0.0,2,125789.18574615844,0,1.0
ANS05171,0.0,2,6265.291234930184,2,1.0
ANS05172,0.0,2,0.0,2,1.0
ANS05173,1.0,3,850.6646615731289,0,1.0
ANS05174,1.0,0,2890.589346547248,2,1.0
ANS05175,0.0,1,0.0,2,1.0
ANS05176,1.0,1,0.0,2,1.0
ANS05177,0.0,3,0.0,2,1.0
ANS05178,1.0,0,148826.3946249079,3,1.0
ANS05179,1.0,0,0.0,0,1.0
ANS05180,1.0,2,0.0,0,1.0
ANS05181,1.0,0,0.0,0,1.0
ANS05182,1.0,3,2305.726347663762,3,1.0
ANS05183,1.0,0,0.0,4,1.0
ANS05184,0.0,0,0.0,2,1.0
ANS05185,1.0,1,99903.6463628627,3,1.0
ANS05186,1.0,1,1993.8389052446073,1,1.0
ANS05187,0.0,3,0.0,2,1.0
ANS05188,0.0,0,41127.80617011962,3,1.0
ANS05189,0.0,3,1401.6439271673662,3,1.0
ANS05190,0.0,2,0.0,4,1.0
ANS05191,0.0,1,35128.81426147031,3,1.0
ANS05192,1.0,1,65362.16779606519,0,1.0
ANS05193,0.0,1,1867.1855598841298,0,1.0
ANS05194,0.0,1,2951.315336198101,0,1.0
ANS05195,1.0,0,0.0,3,1.0
ANS05196,0.0,3,1907.5836966910101,0,1.0
ANS05197,1.0,2,29899.135350251985,0,1.0
ANS05198,1.0,3,2108.990017963606,3,1.0
ANS05199,0.0,2,0.0,2,1.0
ANS05200,1.0,0,3233.8643908243644,0,1.0
ANS05201,0.0,1,36937.96122930968,4,1.0
ANS05202,1.0,1,0.0,0,1.0
ANS05203,0.0,0,1373.2975326820808,3,1.0
ANS05204,0.0,1,96341.70908350169,1,1.0
ANS05205,0.0,2,0.0,4,1.0
ANS05206,0.0,3,3745.475978665386,2,1.0
ANS05207,1.0,0,0.0,4,1.0
ANS05208,1.0,1,0.0,2,1.0
ANS05209,0.0,1,31320.896973745275,0,1.0
ANS05210,0.0,1,4140.915697506462,1,1.0
ANS05211,0.0,0,0.0,2,1.0
ANS05212,0.0,2,0.0,3,1.0
ANS05213,0.0,0,3072.7980086949415,0,1.0
ANS05214,0.0,0,1973.6683643680692,0,1.0
ANS05215,0.0,3,73.27040501401417,3,1.0
ANS05216,1.0,3,0.0,3,1.0
ANS05217,1.0,3,58780.566819590545,3,1.0
ANS05218,1.0,3,0.0,2,1.0
ANS05219,0.0,0,0.0,0,1.0
ANS05220,0.0,0,16046.855980870492,0,1.0
ANS05221,1.0,3,0.0,3,1.0
ANS05222,0.0,0,40272.88022943682,3,1.0
ANS05223,0.0,2,202.32641843358363,3,1.0
ANS05224,1.0,0,98245.64649568555,2,1.0
ANS05225,1.0,1,1348.0619315787064,4,1.0
ANS05226,0.0,0,7973.315813063253,2,1.0
ANS05227,1.0,2,4693.399138151651,3,1.0
ANS05228,0.0,3,41962.64413435917,0,1.0
ANS05229,0.0,1,0.0,4,1.0
ANS05230,0.0,0,2858.268478968189,2,1.0
ANS05231,1.0,3,0.0,2,1.0
ANS05232,0.0,1,0.0,2,1.0
ANS05233,1.0,2,83154.16126082544,2,1.0
ANS05234,0.0,1,0.0,3,1.0
ANS05235,0.0,0,0.0,3,1.0
ANS05236,0.0,1,0.0,3,1.0
ANS05237,0.0,1,4271.318438204179,0,1.0
ANS05238,1.0,2,1402.4193185598408,0,1.0
ANS05239,0.0,1,0.0,0,1.0
ANS05240,0.0,1,5703.103117529958,0,1.0
ANS05241,0.0,0,0.0,0,1.0
ANS05242,1.0,1,0.0,0,1.0
ANS05243,0.0,1,59084.45780603599,3,1.0
ANS05244,0.0,0,0.0,3,1.0
ANS05245,1.0,3,75409.18555703375,3,1.0
ANS05246,0.0,2,0.0,0,1.0
ANS05247,0.0,0,0.0,0,1.0
ANS05248,1.0,2,5325.034904441038,2,1.0
ANS05249,1.0,0,0.0,3,1.0
ANS05250,1.0,0,0.0,0,1.0
ANS05251,0.0,3,3037.308789003387,3,1.0
ANS05252,0.0,3,3244.7604353672764,4,1.0
ANS05253,1.0,0,0.0,0,1.0
ANS05254,0.0,0,1414.927922743997,0,1.0
ANS05255,1.0,3,1382.8628957906512,0,1.0
ANS05256,1.0,3,0.0,0,1.0
ANS05257,1.0,0,0.0,0,1.0
ANS05258,0.0,0,0.0,0,1.0
ANS05259,0.0,0,63134.14553822819,4,1.0
ANS05260,0.0,2,0.0,1,1.0
ANS05261,0.0,0,1785.058905519344,2,1.0
ANS05262,1.0,1,0.0,2,1.0
ANS05263,0.0,2,0.0,0,1.0
ANS05264,1.0,1,55715.46411089102,2,1.0
ANS05265,0.0,0,0.0,3,1.0
ANS05266,0.0,0,0.0,0,1.0
ANS05267,1.0,3,2670.807688185882,3,1.0
ANS05268,1.0,2,0.0,2,1.0
ANS05269,0.0,0,0.0,1,1.0
ANS05270,0.0,2,0.0,0,1.0
ANS05271,0.0,0,0.0,3,1.0
ANS05272,0.0,0,0.0,2,1.0
ANS05273,1.0,1,0.0,4,1.0
