,0
7322,3
7323,0
7324,2
7325,0
7326,0
7327,3
7328,1
7329,3
7330,1
7331,2
7332,1
7333,2
7334,3
7335,3
7336,0
7337,3
7338,3
7339,0
7340,3
7341,0
7342,0
7343,0
7344,0
7345,1
7346,1
7347,0
7348,1
7349,0
7350,2
7351,2
7352,1
7353,2
7354,0
7355,0
7356,0
7357,1
7358,1
7359,2
7360,3
7361,1
7362,0
7363,0
7364,3
7365,2
7366,2
7367,1
7368,0
7369,3
7370,2
7371,1
7372,1
7373,2
7374,0
7375,0
7376,3
7377,0
7378,1
7379,0
7380,0
7381,2
7382,2
7383,0
7384,0
7385,3
7386,1
7387,0
7388,2
7389,0
7390,2
7391,0
7392,1
7393,3
7394,0
7395,1
7396,0
7397,0
7398,0
7399,2
7400,1
7401,2
7402,1
7403,0
7404,0
7405,2
7406,0
7407,0
7408,1
7409,1
7410,1
7411,0
7412,0
7413,3
7414,1
7415,1
7416,2
7417,1
7418,3
7419,2
7420,0
7421,3
7422,0
7423,0
7424,2
7425,2
7426,0
7427,3
7428,2
7429,1
7430,1
7431,2
7432,1
7433,2
7434,0
7435,0
7436,1
7437,1
7438,0
7439,0
7440,0
7441,1
7442,3
7443,0
7444,1
7445,0
7446,2
7447,0
7448,3
7449,0
7450,3
7451,0
7452,0
7453,1
7454,0
7455,2
7456,1
7457,1
7458,1
7459,3
7460,3
7461,0
7462,0
7463,0
7464,1
7465,0
7466,0
7467,1
7468,2
7469,0
7470,0
7471,1
7472,2
7473,0
7474,2
7475,2
7476,2
7477,3
7478,0
7479,3
7480,3
7481,1
7482,2
7483,3
7484,0
7485,0
7486,2
7487,2
7488,2
7489,0
7490,1
7491,3
7492,0
7493,0
7494,1
7495,1
7496,1
7497,3
7498,2
7499,3
7500,3
7501,0
7502,0
7503,1
7504,0
7505,0
7506,0
7507,1
7508,0
7509,3
7510,3
7511,0
7512,3
7513,2
7514,1
7515,3
7516,2
7517,3
7518,1
7519,1
7520,1
7521,0
7522,0
7523,2
7524,1
7525,2
7526,0
7527,1
7528,1
7529,0
7530,0
7531,0
7532,2
7533,0
7534,0
7535,1
7536,2
7537,0
7538,1
7539,0
7540,0
7541,1
7542,3
7543,3
7544,3
7545,3
7546,3
7547,1
7548,1
7549,1
7550,0
7551,2
7552,3
7553,2
7554,2
7555,0
7556,1
7557,1
7558,1
7559,1
7560,0
7561,2
7562,0
7563,0
7564,1
7565,2
7566,0
7567,0
7568,1
7569,2
7570,0
7571,1
7572,0
7573,3
7574,1
7575,1
7576,0
7577,0
7578,2
7579,0
7580,0
7581,3
7582,1
7583,3
7584,1
7585,3
7586,0
7587,0
7588,0
7589,0
7590,0
7591,0
7592,1
7593,2
7594,2
7595,2
7596,0
7597,2
7598,0
7599,3
7600,0
7601,0
7602,0
7603,1
7604,2
7605,3
7606,1
7607,2
7608,1
7609,2
7610,3
7611,0
7612,2
7613,0
7614,1
7615,2
7616,2
7617,0
7618,1
7619,0
7620,3
7621,3
7622,2
7623,1
7624,3
7625,0
7626,0
7627,3
7628,1
7629,2
7630,0
7631,0
7632,1
7633,1
7634,2
7635,0
7636,2
7637,3
7638,0
7639,3
7640,0
7641,2
7642,2
7643,0
7644,0
7645,0
7646,1
7647,3
7648,0
7649,0
7650,1
7651,2
7652,0
7653,1
7654,1
7655,0
7656,3
7657,0
7658,3
7659,0
7660,1
7661,2
7662,0
7663,1
7664,2
7665,1
7666,1
7667,1
7668,3
7669,2
7670,3
7671,1
7672,1
7673,0
7674,0
7675,3
7676,0
7677,2
7678,3
7679,1
7680,0
7681,0
7682,0
7683,2
7684,3
7685,1
7686,0
7687,1
7688,0
7689,2
7690,3
7691,2
7692,0
7693,0
7694,1
7695,1
7696,0
7697,1
7698,2
7699,2
7700,3
7701,2
7702,2
7703,1
7704,0
7705,2
7706,3
7707,3
7708,0
7709,2
7710,0
7711,2
7712,2
7713,1
7714,0
7715,1
7716,1
7717,0
7718,0
7719,3
7720,3
7721,0
7722,0
7723,1
7724,0
7725,1
7726,3
7727,0
7728,3
7729,0
7730,0
7731,2
7732,3
7733,3
7734,1
7735,0
7736,0
7737,3
7738,0
7739,1
7740,1
7741,0
7742,0
7743,2
7744,3
7745,1
7746,0
7747,0
7748,2
7749,3
7750,1
7751,0
7752,3
7753,1
7754,0
7755,0
7756,1
7757,2
7758,3
7759,0
7760,1
7761,2
7762,0
7763,0
7764,0
7765,0
7766,0
7767,1
7768,1
7769,2
7770,0
7771,0
7772,0
7773,0
7774,2
7775,1
7776,0
7777,2
7778,1
7779,0
7780,1
7781,2
7782,0
7783,0
7784,0
7785,0
7786,3
7787,3
7788,0
7789,2
7790,0
7791,0
7792,1
7793,0
7794,3
7795,0
7796,2
7797,1
7798,3
7799,2
7800,1
7801,0
7802,1
7803,3
7804,2
7805,1
7806,1
7807,1
7808,2
7809,3
7810,0
7811,0
7812,0
7813,3
7814,1
7815,0
7816,2
7817,2
7818,2
7819,0
7820,0
7821,0
7822,1
7823,0
7824,1
7825,0
7826,0
7827,0
7828,1
7829,2
7830,0
7831,2
7832,1
7833,1
7834,1
7835,0
7836,0
7837,0
7838,1
7839,2
7840,0
7841,2
7842,0
7843,1
7844,0
7845,0
7846,0
7847,0
7848,2
7849,0
7850,0
7851,3
7852,2
7853,1
7854,0
7855,2
7856,0
7857,1
7858,0
7859,0
7860,0
7861,0
7862,1
7863,3
7864,3
7865,0
7866,3
7867,3
7868,1
7869,0
7870,1
7871,3
7872,0
7873,0
7874,0
7875,0
7876,1
7877,0
7878,0
7879,0
7880,0
7881,0
7882,0
7883,1
7884,0
7885,0
7886,0
7887,2
7888,3
7889,2
7890,1
7891,1
7892,0
7893,0
7894,3
7895,3
7896,1
7897,2
7898,0
7899,2
7900,2
7901,3
7902,3
7903,2
7904,0
7905,0
7906,2
7907,2
7908,0
7909,1
7910,1
7911,0
7912,1
7913,0
7914,0
7915,1
7916,2
7917,2
7918,2
7919,3
7920,0
7921,3
7922,2
7923,0
7924,2
7925,3
7926,2
7927,3
7928,2
7929,0
7930,1
7931,1
7932,0
7933,1
7934,1
7935,0
7936,1
7937,0
7938,2
7939,1
7940,1
7941,3
7942,1
7943,0
7944,1
7945,1
7946,2
7947,3
7948,2
7949,2
7950,0
7951,1
7952,0
7953,0
7954,2
7955,3
7956,3
7957,3
7958,3
7959,2
7960,2
7961,1
7962,0
7963,3
7964,0
7965,1
7966,0
7967,2
7968,1
7969,3
7970,1
7971,3
7972,0
7973,0
7974,0
7975,0
7976,3
7977,3
7978,2
7979,2
7980,2
7981,0
7982,1
7983,0
7984,1
7985,1
7986,2
7987,2
7988,0
7989,0
7990,2
7991,0
7992,3
7993,0
7994,0
7995,0
7996,2
7997,0
7998,0
7999,0
8000,0
8001,0
8002,1
8003,1
8004,1
8005,0
8006,1
8007,2
8008,2
8009,0
8010,0
8011,1
8012,0
8013,1
8014,0
8015,2
8016,2
8017,0
8018,0
8019,1
8020,0
8021,0
8022,2
8023,2
8024,0
8025,0
8026,2
8027,1
8028,1
8029,2
8030,0
8031,0
8032,0
8033,0
8034,1
8035,1
8036,1
8037,3
8038,0
8039,1
8040,3
8041,1
8042,3
8043,1
8044,0
8045,0
8046,2
8047,2
8048,0
8049,1
8050,2
8051,0
8052,1
8053,0
8054,3
8055,3
8056,0
8057,1
8058,3
8059,2
8060,3
8061,0
8062,3
8063,0
8064,3
8065,3
8066,0
8067,2
8068,0
8069,0
8070,3
8071,0
8072,1
8073,1
8074,2
8075,0
8076,3
8077,1
8078,1
8079,3
8080,0
8081,1
8082,2
8083,0
8084,3
8085,1
8086,3
8087,0
8088,0
8089,0
8090,0
8091,0
8092,2
8093,1
8094,3
8095,2
8096,0
8097,0
8098,0
8099,0
8100,0
8101,2
8102,2
8103,0
8104,1
8105,3
8106,3
8107,2
8108,2
8109,0
8110,0
8111,2
8112,3
8113,2
8114,3
8115,0
8116,0
8117,1
8118,1
8119,0
8120,3
8121,2
8122,3
8123,0
8124,2
8125,0
8126,2
8127,0
8128,3
8129,2
8130,1
8131,3
8132,0
8133,3
8134,2
8135,0
8136,2
8137,0
8138,1
8139,1
8140,0
8141,0
8142,1
8143,1
8144,0
8145,1
8146,2
8147,3
8148,0
8149,0
8150,3
8151,0
8152,2
8153,1
8154,0
8155,0
8156,2
8157,1
8158,3
8159,0
8160,2
8161,0
8162,2
8163,0
8164,0
8165,3
8166,0
8167,2
8168,0
8169,1
8170,0
8171,1
8172,1
8173,0
8174,3
8175,3
8176,1
8177,1
8178,1
8179,2
8180,0
8181,0
8182,2
8183,1
8184,0
8185,0
8186,3
8187,1
8188,0
8189,3
8190,3
8191,0
8192,0
8193,1
8194,0
8195,0
8196,1
8197,3
8198,2
8199,1
8200,1
8201,2
8202,3
8203,1
8204,0
8205,2
8206,3
8207,0
8208,0
8209,0
8210,3
8211,1
8212,0
8213,2
8214,2
8215,0
8216,0
8217,0
8218,1
8219,0
8220,0
8221,3
8222,3
8223,1
8224,0
8225,3
8226,1
8227,0
8228,2
8229,0
8230,0
8231,0
8232,0
8233,0
8234,3
8235,2
8236,1
8237,0
8238,2
8239,0
8240,3
8241,3
8242,0
8243,3
8244,3
8245,3
8246,0
8247,2
8248,0
8249,0
8250,0
8251,0
8252,1
8253,2
8254,3
8255,2
8256,2
8257,2
8258,2
8259,1
8260,0
8261,2
8262,1
8263,0
8264,0
8265,0
8266,2
8267,0
8268,2
8269,3
8270,0
8271,3
8272,1
8273,0
8274,2
8275,2
8276,1
8277,0
8278,1
8279,0
8280,1
8281,0
8282,3
8283,1
8284,0
8285,1
8286,0
8287,3
8288,0
8289,3
8290,1
8291,1
8292,1
8293,0
8294,0
8295,1
8296,1
8297,0
8298,1
8299,0
8300,0
8301,0
8302,3
8303,1
8304,1
8305,3
8306,1
8307,0
8308,1
8309,0
8310,3
8311,0
8312,0
8313,2
8314,2
8315,2
8316,0
8317,3
8318,2
8319,3
8320,3
8321,0
8322,3
8323,2
8324,2
8325,1
8326,2
8327,3
8328,1
8329,1
8330,1
8331,1
8332,0
8333,2
8334,0
8335,1
8336,0
8337,1
8338,3
8339,3
8340,0
8341,0
8342,0
8343,0
8344,0
8345,1
8346,1
8347,2
8348,2
8349,3
8350,0
8351,0
8352,0
8353,0
8354,0
8355,0
8356,1
8357,1
8358,3
8359,3
8360,2
8361,2
8362,0
8363,1
8364,0
8365,1
8366,2
8367,0
8368,0
8369,3
8370,1
8371,3
8372,2
8373,1
8374,3
8375,0
8376,2
8377,0
8378,0
8379,3
8380,3
8381,3
8382,2
8383,3
8384,0
8385,3
8386,0
8387,1
8388,0
8389,0
8390,0
8391,2
8392,1
8393,3
8394,0
8395,1
8396,0
8397,0
8398,3
8399,2
8400,0
8401,3
8402,1
8403,2
8404,0
8405,0
8406,0
8407,1
8408,2
8409,3
8410,2
8411,0
8412,2
8413,0
8414,0
8415,1
8416,3
8417,3
8418,3
8419,3
8420,3
8421,2
8422,2
8423,0
8424,1
8425,2
8426,0
8427,0
8428,3
8429,1
8430,0
8431,2
8432,2
8433,1
8434,0
8435,3
8436,0
8437,0
8438,3
8439,3
8440,2
8441,2
8442,2
8443,1
8444,0
8445,0
8446,3
8447,0
8448,0
8449,0
8450,2
8451,1
8452,1
8453,1
8454,3
8455,1
8456,0
8457,0
8458,3
8459,0
8460,1
8461,1
8462,1
8463,2
8464,1
8465,0
8466,0
8467,3
8468,3
8469,0
8470,3
8471,2
8472,1
8473,2
8474,3
8475,0
8476,0
8477,1
8478,2
8479,2
8480,3
8481,0
8482,3
8483,3
8484,0
8485,0
8486,0
8487,0
8488,3
8489,0
8490,0
8491,0
8492,1
8493,2
8494,0
8495,1
8496,1
8497,1
8498,3
8499,3
8500,0
8501,1
8502,3
8503,0
8504,1
8505,0
8506,0
8507,1
8508,2
8509,2
8510,1
8511,3
8512,0
8513,3
8514,0
8515,1
8516,1
8517,0
8518,0
8519,0
8520,1
8521,0
8522,3
8523,2
8524,0
8525,2
8526,0
8527,1
8528,0
8529,1
8530,0
8531,3
8532,2
8533,3
8534,1
8535,1
8536,0
8537,2
8538,0
8539,0
8540,2
8541,1
8542,0
8543,1
8544,0
8545,2
8546,2
8547,1
8548,0
8549,0
8550,0
8551,0
8552,0
8553,0
8554,2
8555,2
8556,2
8557,0
8558,3
8559,0
8560,2
8561,1
8562,1
8563,1
8564,1
8565,3
8566,1
8567,1
8568,0
8569,2
8570,0
8571,0
8572,0
8573,0
8574,0
8575,0
8576,2
8577,3
8578,2
8579,1
8580,0
8581,1
8582,0
8583,0
8584,1
8585,2
8586,0
8587,1
8588,1
8589,0
8590,0
8591,1
8592,2
8593,0
8594,2
8595,3
8596,1
8597,0
8598,0
8599,0
8600,0
8601,3
8602,2
8603,0
8604,0
8605,2
8606,3
8607,0
8608,0
8609,3
8610,2
8611,0
8612,2
8613,0
8614,2
8615,3
8616,1
8617,0
8618,0
8619,2
8620,3
8621,0
8622,1
8623,0
8624,1
8625,3
8626,0
8627,0
8628,0
8629,0
8630,2
8631,0
8632,1
8633,2
8634,0
8635,2
8636,3
8637,1
8638,0
8639,0
8640,0
8641,0
8642,0
8643,2
8644,0
8645,1
8646,0
8647,3
8648,0
8649,1
8650,3
8651,0
8652,0
8653,0
8654,0
8655,0
8656,1
8657,1
8658,1
8659,2
8660,1
8661,1
8662,3
8663,0
8664,2
8665,0
8666,0
8667,2
8668,2
8669,3
8670,2
8671,0
8672,0
8673,2
8674,2
8675,0
8676,1
8677,1
8678,2
8679,3
8680,3
8681,3
8682,2
8683,2
8684,0
8685,0
8686,3
8687,1
8688,0
8689,2
8690,2
8691,1
8692,0
8693,0
8694,2
8695,3
8696,0
8697,2
8698,1
8699,0
8700,1
8701,2
8702,0
8703,0
8704,3
8705,2
8706,0
8707,0
8708,3
8709,0
8710,1
8711,0
8712,0
8713,1
8714,0
8715,1
8716,3
8717,1
8718,0
8719,1
8720,0
8721,0
8722,0
8723,2
8724,0
8725,1
8726,1
8727,2
8728,3
8729,2
8730,2
8731,1
8732,1
8733,3
8734,1
8735,3
8736,0
8737,3
8738,2
8739,1
8740,0
8741,3
8742,3
8743,1
8744,0
8745,3
8746,2
8747,2
8748,1
8749,0
8750,0
8751,0
8752,2
8753,3
8754,1
8755,3
8756,2
8757,0
8758,0
8759,2
8760,1
8761,2
8762,2
8763,1
8764,0
8765,0
8766,2
8767,2
8768,1
8769,1
8770,0
8771,1
8772,1
8773,3
8774,2
8775,3
8776,0
8777,3
8778,3
8779,0
8780,3
8781,0
8782,1
8783,0
8784,0
8785,3
8786,0
8787,0
8788,3
8789,0
8790,1
8791,0
8792,0
8793,2
8794,0
8795,3
8796,0
8797,0
8798,0
8799,1
8800,2
8801,3
8802,3
8803,1
8804,0
8805,0
8806,0
8807,0
8808,3
8809,0
8810,0
8811,3
8812,0
8813,1
8814,0
8815,0
8816,2
8817,0
8818,2
8819,3
8820,2
8821,0
8822,3
8823,0
8824,0
8825,0
8826,3
8827,2
8828,0
8829,3
8830,0
8831,0
8832,1
8833,2
8834,0
8835,0
8836,0
8837,2
8838,3
8839,0
8840,0
8841,1
8842,1
8843,1
8844,0
8845,0
8846,3
8847,2
8848,0
8849,0
8850,0
8851,3
8852,0
8853,0
8854,0
8855,1
8856,2
8857,3
8858,2
8859,0
8860,0
8861,2
8862,0
8863,0
8864,0
8865,1
8866,0
8867,1
8868,0
8869,3
8870,0
8871,3
8872,2
8873,0
8874,3
8875,0
8876,0
8877,0
8878,3
8879,2
8880,0
8881,1
8882,0
8883,0
8884,0
8885,1
8886,0
8887,1
8888,1
8889,0
8890,0
8891,2
8892,0
8893,3
8894,1
8895,0
8896,1
8897,3
8898,2
8899,0
8900,2
8901,2
8902,1
8903,0
8904,3
8905,2
8906,2
8907,3
8908,1
8909,0
8910,1
8911,1
8912,1
8913,0
8914,3
8915,2
8916,2
8917,1
8918,3
8919,2
8920,3
8921,1
8922,3
8923,1
8924,3
8925,0
8926,2
8927,0
8928,1
8929,2
8930,2
8931,1
8932,1
8933,3
8934,1
8935,0
8936,3
8937,1
8938,0
8939,2
8940,2
8941,3
8942,2
8943,1
8944,2
8945,0
8946,1
8947,2
8948,0
8949,0
8950,0
8951,3
8952,2
8953,1
8954,1
8955,0
8956,1
8957,0
8958,1
8959,1
8960,0
8961,0
8962,1
8963,1
8964,2
8965,2
8966,1
8967,3
8968,0
8969,1
8970,3
8971,0
8972,2
8973,1
8974,0
8975,0
8976,0
8977,2
8978,2
8979,1
8980,3
8981,1
8982,0
8983,3
8984,0
8985,2
8986,2
8987,1
8988,0
8989,1
8990,0
8991,1
8992,0
8993,1
8994,0
8995,1
8996,3
8997,3
8998,0
8999,0
9000,3
9001,0
9002,3
9003,0
9004,0
9005,1
9006,2
9007,0
9008,3
9009,0
9010,3
9011,2
9012,0
9013,0
9014,3
9015,3
9016,0
9017,0
9018,2
9019,0
9020,1
9021,2
9022,0
9023,0
9024,3
9025,0
9026,0
9027,1
9028,3
9029,0
9030,0
9031,2
9032,2
9033,1
9034,2
9035,0
9036,2
9037,0
9038,0
9039,0
9040,0
9041,3
9042,2
9043,3
9044,2
9045,0
9046,3
9047,2
9048,2
9049,1
9050,3
9051,1
9052,0
9053,2
9054,2
9055,2
9056,1
9057,2
9058,1
9059,0
9060,0
9061,0
9062,0
9063,0
9064,0
9065,1
9066,0
9067,0
9068,2
9069,1
9070,3
9071,3
9072,1
9073,3
9074,1
9075,0
9076,1
9077,2
9078,1
9079,3
9080,3
9081,1
9082,3
9083,2
9084,2
9085,0
9086,3
9087,1
9088,2
9089,0
9090,2
9091,0
9092,0
9093,2
9094,0
9095,1
9096,2
9097,1
9098,3
9099,0
9100,0
9101,2
9102,2
9103,2
9104,1
9105,0
9106,2
9107,2
9108,0
9109,0
9110,2
9111,3
9112,1
9113,3
9114,3
9115,0
9116,1
9117,0
9118,1
9119,0
9120,1
9121,0
9122,0
9123,1
9124,2
9125,0
9126,0
9127,1
9128,2
9129,3
9130,0
9131,2
9132,0
9133,0
9134,3
9135,1
9136,1
9137,2
9138,2
9139,2
9140,0
9141,0
9142,1
9143,3
9144,1
9145,1
9146,2
9147,0
9148,0
9149,0
9150,2
9151,1
9152,0
9153,3
9154,2
9155,1
9156,2
9157,2
9158,1
9159,0
9160,0
9161,0
9162,2
9163,1
9164,1
9165,1
9166,3
9167,0
9168,0
9169,0
9170,1
9171,2
9172,2
9173,1
9174,0
9175,3
9176,0
9177,0
9178,1
9179,3
9180,2
9181,0
9182,0
9183,1
9184,0
9185,3
9186,2
9187,0
9188,0
9189,0
9190,1
9191,0
9192,0
9193,0
9194,2
9195,0
9196,0
9197,1
9198,1
9199,0
9200,3
9201,0
9202,0
9203,0
9204,1
9205,2
9206,1
9207,0
9208,1
9209,0
9210,2
9211,3
9212,0
9213,0
9214,2
9215,1
9216,0
9217,0
9218,2
9219,0
9220,1
9221,2
9222,0
9223,2
9224,0
9225,0
9226,0
9227,1
9228,0
9229,1
9230,0
9231,2
9232,0
9233,3
9234,1
9235,1
9236,0
9237,1
9238,0
9239,0
9240,2
9241,2
9242,3
9243,1
9244,2
9245,2
9246,2
9247,2
9248,2
9249,3
9250,0
9251,1
9252,3
9253,2
9254,0
9255,0
9256,3
9257,1
9258,0
9259,1
9260,0
9261,2
9262,1
9263,2
9264,3
9265,0
9266,2
9267,0
9268,3
9269,1
9270,0
9271,0
9272,0
9273,1
9274,0
9275,3
9276,1
9277,0
9278,2
9279,3
9280,2
9281,2
9282,0
9283,1
9284,1
9285,1
9286,0
9287,0
9288,0
9289,2
9290,0
9291,2
9292,2
9293,0
9294,1
9295,0
9296,0
9297,1
9298,2
9299,0
9300,0
9301,2
9302,0
9303,3
9304,1
9305,2
9306,0
9307,0
9308,0
9309,1
9310,2
9311,3
9312,1
9313,1
9314,2
9315,3
9316,0
9317,0
9318,2
9319,3
9320,0
9321,0
9322,2
9323,3
9324,0
9325,0
9326,0
9327,0
9328,2
9329,1
9330,2
9331,2
9332,0
9333,2
9334,2
9335,0
9336,1
9337,1
9338,0
9339,0
9340,0
9341,0
9342,3
9343,3
9344,0
9345,0
9346,2
9347,1
9348,0
9349,2
9350,2
9351,0
9352,1
9353,1
9354,2
9355,0
9356,0
9357,2
9358,0
9359,3
9360,1
9361,0
9362,2
9363,0
9364,3
9365,1
9366,2
9367,2
9368,0
9369,1
9370,0
9371,3
9372,0
9373,2
9374,0
9375,1
9376,0
9377,1
9378,2
9379,1
9380,1
9381,2
9382,3
9383,0
9384,0
9385,1
9386,2
9387,1
9388,2
9389,1
9390,2
9391,3
9392,1
9393,3
9394,0
9395,0
9396,2
9397,0
9398,1
9399,2
9400,0
9401,0
9402,0
9403,0
9404,0
9405,3
9406,0
9407,0
9408,3
9409,0
9410,0
9411,0
9412,0
9413,2
9414,1
9415,1
9416,2
9417,1
9418,1
9419,0
9420,1
9421,0
9422,0
9423,1
9424,1
9425,0
9426,1
9427,1
9428,0
9429,2
9430,1
9431,0
9432,0
9433,1
9434,1
9435,1
9436,0
9437,1
9438,1
9439,1
9440,3
9441,3
9442,1
9443,0
9444,1
9445,2
9446,3
9447,2
9448,1
9449,0
9450,2
9451,1
9452,1
9453,0
9454,0
9455,1
9456,1
9457,0
9458,0
9459,3
9460,2
9461,0
9462,0
9463,3
9464,2
9465,1
9466,3
9467,0
9468,2
9469,2
9470,0
9471,0
9472,3
9473,2
9474,0
9475,0
9476,3
9477,0
9478,1
9479,1
9480,0
9481,1
9482,0
9483,0
9484,3
9485,0
9486,0
9487,1
9488,1
9489,1
9490,2
9491,1
9492,3
9493,3
9494,0
9495,1
9496,3
9497,3
9498,2
9499,0
9500,1
9501,1
9502,0
9503,1
9504,1
9505,3
9506,0
9507,0
9508,3
9509,2
9510,3
9511,2
9512,1
9513,3
9514,2
9515,0
9516,0
9517,2
9518,3
9519,1
9520,1
9521,0
9522,0
9523,0
9524,2
9525,0
9526,0
9527,0
9528,0
9529,0
9530,3
9531,1
9532,2
9533,0
9534,2
9535,1
9536,2
9537,2
9538,3
9539,2
9540,1
9541,2
9542,3
9543,1
9544,3
9545,0
9546,0
9547,0
9548,1
9549,1
9550,1
9551,3
9552,1
9553,3
9554,2
9555,0
9556,0
9557,0
9558,1
9559,1
9560,2
9561,3
9562,2
9563,0
9564,1
9565,2
9566,0
9567,0
9568,1
9569,0
9570,0
9571,1
9572,3
9573,1
9574,0
9575,0
9576,2
9577,0
9578,1
9579,0
9580,1
9581,3
9582,0
9583,3
9584,0
9585,0
9586,0
9587,0
9588,1
9589,2
9590,2
9591,0
9592,1
9593,2
9594,0
9595,3
9596,3
9597,0
9598,2
9599,2
9600,1
9601,1
9602,3
9603,2
9604,0
9605,0
9606,2
9607,1
9608,0
9609,0
9610,3
9611,3
9612,3
9613,0
9614,1
9615,1
9616,1
9617,0
9618,3
9619,2
9620,0
9621,2
9622,0
9623,0
9624,2
9625,1
9626,0
9627,1
9628,0
9629,2
9630,0
9631,1
9632,0
9633,2
9634,1
9635,2
9636,2
9637,0
9638,0
9639,3
9640,2
9641,2
9642,3
9643,0
9644,1
9645,3
9646,0
9647,1
9648,0
9649,3
9650,0
9651,0
9652,3
9653,1
9654,3
9655,0
9656,0
9657,0
9658,0
9659,0
9660,3
9661,3
9662,3
9663,0
9664,0
9665,2
9666,3
9667,0
9668,3
9669,1
9670,2
9671,2
9672,3
9673,0
9674,3
9675,0
9676,0
9677,1
9678,3
9679,2
9680,0
9681,0
9682,0
9683,0
9684,2
9685,3
9686,0
9687,0
9688,0
9689,0
9690,1
9691,0
9692,2
9693,1
9694,1
9695,1
9696,3
9697,0
9698,0
9699,2
9700,1
9701,1
9702,0
9703,1
9704,2
9705,3
9706,3
9707,1
9708,1
9709,1
9710,1
9711,0
9712,1
9713,3
9714,2
9715,0
9716,1
9717,2
9718,3
9719,3
9720,3
9721,0
9722,1
9723,0
9724,2
9725,2
9726,0
9727,2
9728,2
9729,1
9730,1
9731,0
9732,0
9733,0
9734,3
9735,2
9736,0
9737,1
9738,3
9739,0
9740,0
9741,2
9742,1
9743,1
9744,1
9745,2
9746,0
9747,1
9748,2
9749,0
9750,0
9751,1
9752,0
9753,3
9754,3
9755,3
9756,0
9757,0
9758,2
9759,1
9760,0
9761,1
9762,0
9763,3
9764,0
9765,2
9766,2
9767,2
9768,0
9769,0
9770,0
9771,1
9772,0
9773,0
9774,3
9775,2
9776,0
9777,0
9778,2
9779,1
9780,3
9781,0
9782,0
9783,0
9784,3
9785,0
9786,3
9787,0
9788,0
9789,2
9790,1
9791,1
9792,0
9793,0
9794,3
9795,2
9796,1
9797,0
9798,3
9799,0
9800,0
9801,1
9802,0
9803,1
9804,2
9805,0
9806,1
9807,2
9808,1
9809,0
9810,1
9811,0
9812,3
9813,2
9814,2
9815,1
9816,0
9817,0
9818,3
9819,2
9820,2
9821,0
9822,0
9823,3
9824,2
9825,3
9826,2
9827,2
9828,0
9829,3
9830,0
9831,1
9832,1
9833,2
9834,0
9835,2
9836,3
9837,0
9838,2
9839,0
9840,1
9841,1
9842,2
9843,2
9844,0
9845,1
9846,2
9847,3
9848,3
9849,1
9850,0
9851,1
9852,0
9853,3
9854,3
9855,3
9856,0
9857,1
9858,2
9859,0
9860,0
9861,0
9862,1
9863,0
9864,0
9865,1
9866,0
9867,1
9868,0
9869,2
9870,3
9871,1
9872,0
9873,2
9874,1
9875,2
9876,1
9877,0
9878,0
9879,1
9880,2
9881,2
9882,3
9883,0
9884,0
9885,1
9886,0
9887,1
9888,2
9889,2
9890,2
9891,3
9892,0
9893,1
9894,2
9895,2
9896,0
9897,1
9898,3
9899,2
9900,0
9901,3
9902,1
9903,3
9904,2
9905,0
9906,1
9907,0
9908,0
9909,1
9910,1
9911,1
9912,0
9913,0
9914,0
9915,0
9916,0
9917,0
9918,0
9919,1
9920,0
9921,2
9922,0
9923,0
9924,3
9925,0
9926,1
9927,1
9928,1
9929,0
9930,0
9931,1
9932,0
9933,3
9934,3
9935,0
9936,0
9937,0
9938,3
9939,1
9940,3
9941,3
9942,0
9943,1
9944,0
9945,0
9946,2
9947,0
9948,2
9949,3
9950,1
9951,0
9952,0
9953,0
9954,1
9955,0
9956,3
9957,2
9958,2
9959,0
9960,0
9961,0
9962,3
9963,1
9964,0
9965,0
9966,0
9967,1
9968,0
9969,3
9970,1
9971,3
9972,3
9973,0
9974,0
9975,1
9976,1
9977,0
9978,0
9979,2
9980,0
9981,1
9982,2
9983,2
9984,0
9985,0
9986,0
9987,1
9988,0
9989,3
9990,1
9991,2
9992,0
9993,1
9994,2
9995,1
9996,1
9997,1
9998,0
9999,2
10000,3
10001,2
10002,0
10003,2
10004,0
10005,1
10006,1
10007,0
10008,3
10009,3
10010,2
10011,0
10012,2
10013,2
10014,2
10015,0
10016,2
10017,3
10018,1
10019,2
10020,2
10021,0
10022,1
10023,0
10024,2
10025,3
10026,1
10027,1
10028,0
10029,1
10030,1
10031,0
10032,0
10033,2
10034,1
10035,2
10036,0
10037,0
10038,2
10039,1
10040,3
10041,3
10042,0
10043,0
10044,1
10045,2
10046,1
10047,0
10048,0
10049,0
10050,1
10051,0
10052,0
10053,1
10054,0
10055,1
10056,0
10057,3
10058,0
10059,0
10060,0
10061,0
10062,2
10063,1
10064,1
10065,0
10066,2
10067,3
10068,3
10069,2
10070,2
10071,0
10072,1
10073,0
10074,2
10075,0
10076,0
10077,0
10078,0
10079,1
10080,3
10081,0
10082,1
10083,0
10084,0
10085,2
10086,0
10087,0
10088,3
10089,2
10090,1
10091,1
10092,1
10093,0
10094,1
10095,2
10096,3
10097,3
10098,0
10099,0
10100,3
10101,1
10102,3
10103,0
10104,0
10105,0
10106,3
10107,3
10108,0
10109,0
10110,3
10111,0
10112,3
10113,2
10114,0
10115,0
10116,1
10117,3
10118,0
10119,2
10120,3
